Record ID	Property Type	Investment Name	Sponsor
rec06Ko9Mk5PlNtTs	Hotel	Staybridge Suites - Mayfield, OH	Syndicated Equities
rec07o2jWAX7TwAPU	Multifamily / residential	Overlook - Antioch, TN	Passco Companies
rec08avkISLNq0dxe	Retail	Downers Grove Retail DST	Inland Private Capital
rec09NN33NC9gMVlZ	Medical office	Medical Office Portfolio DST	Inland Private Capital
rec0GxensZpsSKaWI	Hotel	Fairfield Inn & Suites - Montgomery , AL	Peachtree Group
rec0QcQuIiT0y64dt	Self storage	Storesmart McDonough	Reliant
rec0RX1uNinVatH21	Hotel	Home2 Suites - Prattville, AL	Peachtree Group
rec0V8OO2pgCIqvF3	Hotel	Marriott Courtyard - West Des Moines, IA	Syndicated Equities
rec0YpGiQUR1JJtQS	Necessity Retail	CF WAG MH, LLC	Cantor Fitzgerald
rec0Yq3YPT6cNGluz	Retail	Chicagoland Grocery Venture DST	Inland Private Capital
rec0bHoiqdC2ueleV	Net-leased retail	Net-Leased Portfolio 17	ExchangeRight
rec0dHmt0LR61ILIm	Credit - Hotel	Suburban Extended Stay - Westminster, CO	Peachtree Group
rec0ftCIe5twJ51Rd	Retail	Austell 1031 DST	Inland Private Capital
rec0g4vHeBiCStZEV	Credit - Hotel	Aloft - Lake Buena Vista, FL	Peachtree Group
rec0iaUuk7EPKAwZg	Net-leased retail & healthcare	Net-Leased Portfolio 14	ExchangeRight
rec0jwFXnKBS2ngoP	Self storage	Fund II	Reliant
rec0p8RpSGcN0Marj	Self storage	Midgard Roswell	Reliant
rec0tRYrt3eFypUE2	Hotel	AC - Atlanta, GA	Peachtree Group
rec0vpwwLKy6yjvJa	Multifamily / residential	Arium Grandewood	Bluerock
rec0xCQu0swituetr	Credit - Retail	Best Space Realty Corp - Irving, TX	Peachtree Group
rec10M79NbbW4nJlE	Credit - Hotel	Sleep Inn - Oxford, AL	Peachtree Group
rec11HI4mjRyL9bML	Credit - Hotel	Candlewood Suites - North Syracuse, NY	Peachtree Group
rec138NjlehIY84WR	Hotel	Springhill Suites - San Antonio, TX	Peachtree Group
rec1B5knZf22uLOd7	Credit - Hotel	Home2 Suites - Fort Worth, TX	Peachtree Group
rec1G5mAIkJDAywWG	Multifamily / residential	Vinings - Greenville, SC	Passco Companies
rec1Iifmd60uot1Ew	Net-leased retail	Net-Leased Portfolio 13	ExchangeRight
rec1QZdHPAZhuZa3F	Industrial	Janesville 1031 L.L.C.	Inland Private Capital
rec1azSQXCoUwwx4X	Credit - Hotel	Holiday Inn Express (Note A) - Solana Beach, CA	Peachtree Group
rec1bAsMyAhqwVbMs	Credit - Hotel	Embassy - Atlanta, GA	Peachtree Group
rec1d0NiTUZ6eDZvY	Hotel	AC - Austin, TX	Peachtree Group
rec1eAn9Ct9IaA2HZ	Credit - Hotel	Hampton Inn / La Quinta - Aberdeen, MD	Peachtree Group
rec1hJEnyjbMKIJcm	Multifamily	CF Towson Multifamily DST	Cantor Fitzgerald
rec1jcDyQYvJ64Vfn	Credit - Hotel	Hampton Inn - New Albany, IN	Peachtree Group
rec1kjZr1mVWzyW3S	Net-leased retail	Net-Leased Portfolio 1	ExchangeRight
rec1oCh47c6FuBUeP	Retail	Pharmacy Portfolio III DST	Inland Private Capital
rec1owSTWdQKxfmZV	Multifamily / residential	Westerly	Bluerock
rec1sH0K9jwowYQfs	Multifamily / residential	Legends at Indian Springs - Louisville, KY	Passco Companies
rec1sJnCwDnseU0oG	Industrial	Deer Park 1031 DST	Inland Private Capital
rec1tToY2YVsVrf59	Multifamily / residential	Carrington - Montgomery, AL	Passco Companies
rec22pLRoUrapQNMs	Multifamily / residential	Villa Toscana - Houston, TX	Passco Companies
rec23Yxdgsbt3EGgS	Net-leased grocery	Winn Dixie	AEI
rec240SZNEU3oaWkf	Net-leased retail & healthcare	Net-Leased Portfolio 28	ExchangeRight
rec26cYTGnJ5taDkS	Credit - Hotel	TownePlace Suites - Irving, TX (Fund II)	Peachtree Group
rec29PgaXqFA4vNLK	Multifamily / residential	North Park Towers	Bluerock
rec2BCWaUSkncXwQo	Net-leased retail & healthcare	Net-Leased Portfolio 19	ExchangeRight
rec2Br9TuywPAy70D	Hotel	Crowne Plaza - North Charleston, SC	Peachtree Group
rec2CaFHjPMREr2lq	Multifamily / residential	Parker - Fairfax County, VA	Passco Companies
rec2FfDVHBwP1Q4Gn	Undeveloped / pre-development land	Passco Waikoloa, LLC	Passco Companies
rec2Ro8DJKa8o0uxu	Credit - Hotel	Holiday Inn Express - Tacoma, WA	Peachtree Group
rec2SDjCbILbbkwyY	Retail	Plainfield 1031, L.L.C.	Inland Private Capital
rec2W1DWJSRsYktcU	Multifamily / residential	Clearwater	Bluerock
rec2WDNi6YXG6UlEA	Net-leased pharmacy	CVS - Weeki Wachee, FL	Syndicated Equities
rec2asfC7hD9MQVdP	Credit - Hotel	Upham Hotel - Santa Barbara, CA	Peachtree Group
rec2bFxStrk22xvs1	Credit - Hotel	Holiday Inn - Sulphur, LA	Peachtree Group
rec2ep1AkahMNzWlW	Credit - Hotel	Meritage Commons - Napa, CA	Peachtree Group
rec2ofFYlqX6FJ5gB	Hotel	Marriott TownePlace Suites - Indianapolis, IN	Syndicated Equities
rec2qdUD5lDjY9Nmh	Credit - Hotel	Staybridge Suites- Baltimore, MD	Peachtree Group
rec2rQiUxoDacCVMw	Hotel	Hampton Inn - Sarasota, FL	Peachtree Group
rec2vBK6LlsHkwfua	Hotel	Fairfield Inn & Suites - Lewisville, TX	Peachtree Group
rec2xUOrysJunl6Eg	Multifamily / residential	Sands Parc	Bluerock
rec2zPunXvX4goJGO	Credit - Hotel	Days Inn - State College, PA	Peachtree Group
rec30Kz0E6PwzBSLj	Retail	Eastwind Center - Las Vegas, NV	Passco Companies
rec3537fSYjJuPUwa	Multifamily / residential	Artisan on 18th	Bluerock
rec38q0kKrGUcMOSr	Net-leased retail (fund-level)	Net-Leased Preferred Equity Fund 1	ExchangeRight
rec39spDmLIHqm3tL	Net-leased retail	Net-Leased Portfolio 11	ExchangeRight
rec3DNyGHkhLlYVnS	Credit - Hotel	Holiday Inn Express (Note 1) - Livonia, MI	Peachtree Group
rec3DQ72Cgj9VVBJS	Credit - Hotel	Hampton Inn (JFK) - Jamaica, NY	Peachtree Group
rec3Gak6CVrYgF5QZ	Multifamily / residential	Villages at Cypress Creek	Bluerock
rec3IKnhi9mNENjT7	Multifamily / residential	EOS	Bluerock
rec3INUxkvcFpvk00	Multifamily	Park Creek Steeple Multifamily DST	Inland Private Capital
rec3Lwbkiuqz7tbmr	Credit - Hotel	Hilton Garden Inn - East Syracuse, NY	Peachtree Group
rec3Ow9fi4LsA1Nyv	Hotel	Courtyard - Gulf Shores, AL	Peachtree Group
rec3TCcmdfINknC5l	Credit - Hotel	LaQuinta Inn - Atlanta, GA	Peachtree Group
rec3TJO0281AF0rjm	Multifamily / residential	Avondale Hills	Bluerock
rec3aCdO9WFPpfZcK	Credit - Hotel	Hampton - Canton, GA	Peachtree Group
rec3aMA6DQsQvyb8a	Net-leased retail	Garden Ridge	AEI
rec3dGOAVomCPzv7n	Self storage	Storesmart Warner Robins	Reliant
rec3gj58AO2WKvyce	Multifamily	CF Hendry Multifamily DST	Cantor Fitzgerald
rec3mXTLWVtmXrIov	Credit - Hotel	Courtyard - Lafayette, IN	Peachtree Group
rec3rkTd76tld7UNS	Credit - Hotel	President Hotel (A Note) - Kansas City, MO	Peachtree Group
rec3xQYdqcEXKFvuf	Credit - Hotel	Hampton Inn - Enterprise, AL	Peachtree Group
rec3zB6dqrcW2yl6h	Credit - Hotel	Kimpton - Baltimore, MD	Peachtree Group
rec40ZmhRMcfBESZB	Hotel	Curtis Hotel - Denver, CO	Syndicated Equities
rec49gXU4mOw5SlOs	Credit - Hotel	Four Points - Durham, NC	Peachtree Group
rec4AJbX3lPVCvbOZ	Credit - Hotel	Holiday Inn - North Canton, OH	Peachtree Group
rec4API3FFAiWRgNg	Multifamily / residential	Ovation at Tempe Apartments - Tempe, Arizona	Passco Companies
rec4IHGuDOV7nUuG4	Self storage	Midgard Cox Blvd	Reliant
rec4L7kP4e8cxGfaw	Self storage	Storesmart Englewood	Reliant
rec4pwZKFTzQWSedr	Hotel	Fairfield Inn - Valdosta, GA	Peachtree Group
rec4qzy2rcoOz5QUy	Net-leased restaurant	Champps	AEI
rec4r0ecHC6wEL5x6	Credit - Hotel	Super 8 - Mound City, MO	Peachtree Group
rec4uUfSM1AjMKzvb	Retail	Port Richey 1031, L.L.C.	Inland Private Capital
rec4yKVRfpLAkDRkE	Net-leased pharmacy	Walgreens - Chicago Heights, IL	Syndicated Equities
rec52BgoNtpeYTREu	Credit - Hotel	Courtyard - Fairfield, CA	Peachtree Group
rec54IRffARlEVSta	Credit - Retail	Cumberland Mall - Vineland, NJ	Peachtree Group
rec56PlR9LoD7FW0J	Credit - Hotel	Hampton Inn - Carter Lake, IA	Peachtree Group
rec58scB21ktzIBoa	Hotel	Sheraton - Jacksonville, FL	Peachtree Group
rec5Bfs7Gpqgj6Bnw	Retail	CW Pharmacy I DST	Inland Private Capital
rec5C6AYrtrrYLBp8	Retail	Ravinia Plaza Shopping Center - Orland Park, IL	Syndicated Equities
rec5GwFeXzP7toD1G	Multifamily / residential	23Hundred Berry Hill	Bluerock
rec5K051vTUHx8ACS	Credit - Industrial	Panda Biotech - Wichita Falls, TX	Peachtree Group
rec5NWhbfqDdqluQr	Retail	Chenal Commons 1031, L.L.C.	Inland Private Capital
rec5TS3PyCPGUbphp	Credit - Hotel	Holiday Inn Express (Note A) - Las Vegas, NM	Peachtree Group
rec5TTsar7MSim6ZQ	Credit - Hotel	Holiday Inn - Big Rapids, MI	Peachtree Group
rec5TrLZuECtTiqaV	Credit - Hotel	Redrock Inn - Sioux Falls, SD	Peachtree Group
rec5VDWTJVcQo8uhC	Multifamily / residential	Courtney Village - Phoenix, AZ	Passco Companies
rec5WwSZwJXEPZsdD	Credit - Hotel	Fairfield Inn and Suites - Charlotte, NC	Peachtree Group
rec5aTvkNS7gELH6I	Credit - Hotel	Hampton - Buellton, CA	Peachtree Group
rec5bFy3R6kPPl1eS	Government / GSA-leased	Social Security Administration - Whitehall, OH	Syndicated Equities
rec5k2VDrrwZ2dVSM	Hotel	Hampton Inn - Milledgeville, GA	Peachtree Group
rec5mnRFe9apqt17l	Multifamily / residential	Arium Palms Gateway	Bluerock
rec5pkFRohK6jBy0L	Multifamily / residential	Lansbrook	Bluerock
rec5q5tFkD9D4LUUP	Net-leased restaurant	U-Like Buffet / HomeTown Buffet	AEI
rec5w0uYf9e7npCwW	Multifamily	Indianapolis Multifamily DST	Inland Private Capital
rec6FfbendTPM6WRS	Credit - Hotel	Holiday Inn Express (Note B) - Charlotte, NC	Peachtree Group
rec6INDakOZuuDJLn	Credit - Hotel	Hampton / Holiday Inn Express (B Note) - Kansas City, KS	Peachtree Group
rec6LdkUs8pDBmGQo	Multifamily	San Antonio Multifamily DST	Inland Private Capital
rec6QonDqLrZD3Tus	Multifamily	Jacksonville Multifamily DST	Inland Private Capital
rec6WRZIpmrFJAcY2	Credit - Hotel	Holiday Inn Express - Matthews, NC	Peachtree Group
rec6WxcKTQQwNFhrC	Credit - Hotel	Curio by Hilton - Houston, TX	Peachtree Group
rec6h9Xvf9O1kN7KO	Net-leased restaurant	HomeTown Buffet	AEI
rec6pDPvNkHGebEtw	Credit - Hotel	Westin - Tampa, FL (2011)	Peachtree Group
rec6s59O9AtWsA5lh	Self storage	Storesmart Loganville	Reliant
rec6sFsC1197EfBFI	Multifamily / residential	Zoey	Bluerock
rec6x8lG2oIqWaQr1	Credit - Hotel	Springhill Suites - Quakertown, PA	Peachtree Group
rec71SDLz3EgLtTMt	Multifamily / residential	Riverstone Apartments - Kansas City, MO	Syndicated Equities
rec72rgVtgXqbhjBq	Industrial	Volkswagen Distribution Facility - Libertyville, IL	Syndicated Equities
rec72tlai7hDI2DfG	Net-leased restaurant	Applebee's	AEI
rec76TmI7UMXXpSdh	Credit - Hotel	Sonesta ES Suites - Memphis, TN	Peachtree Group
rec7EB6dRoxFuMVOj	Multifamily / residential	Arlo	Bluerock
rec7HuSfTLeXs3VTv	Retail	Fashion Outlet Center - Rosemont, IL	Syndicated Equities
rec7MNAevEBPv6J9N	Credit - Hotel	LaQuinta Inn (Note 1) - Lenexa, KS	Peachtree Group
rec7QCM3cVeRmpQQE	Credit - Land	Traton Homes East Park Village - Kennesaw, GA	Peachtree Group
rec7TPLFey1yOPElW	Office	Omaha Headquarters Ventures DST	Inland Private Capital
rec7b95PRMOACHSWN	Office	Carmel Office 1031, L.L.C.	Inland Private Capital
rec7hDzZ0cGz1Vorp	Credit - Hotel	AC Hotel - Brentwood, TN	Peachtree Group
rec7i7BpjD8zfPbYC	Credit - Hotel	Cambria - Uniontown, OH	Peachtree Group
rec7ixPkqohXGefRZ	Net-leased retail	Net-Leased Portfolio 7	ExchangeRight
rec7jJNYCWQFnrEHo	Credit - Hotel	TownePlace Suites - Gonzales, LA	Peachtree Group
rec7zo2VXnrp1B22p	Multifamily	CF Railway Multifamily DST	Cantor Fitzgerald
rec85M9fjmXcgfRFc	Credit - Hotel	Days Inn - Atlanta, GA	Peachtree Group
rec86EA2QXyKCsWyU	Multifamily / residential	Georgetown Crossing	Bluerock
rec88RBiSYRTmU5gY	Retail	Plaza at the Pointe - Pittsburgh, PA	Syndicated Equities
rec8AO6jKA2Eq3VoC	Credit - Hotel	Microtel Hotel - Raleigh, NC	Peachtree Group
rec8AqPbY15YaI1jZ	Multifamily	Dallas MSA Multifamily DST	Inland Private Capital
rec8H7MVqeb4sEmx0	Credit - Hotel	Curio by Hilton - Chattanooga, TN	Peachtree Group
rec8Pt0cCqCC0MkAD	Credit - Hotel	Sonesta ES Suites - Westport, MO	Peachtree Group
rec8XnP3cuN4RuaeA	Net-leased retail & healthcare	Net-Leased Portfolio 5	ExchangeRight
rec8gKA4M8IC4zpY6	Multifamily / residential	Wakefield Glen - Raleigh, NC	Passco Companies
rec8hwZ9cqb6CCVhl	Credit - Hotel	TownePlace Suites (2016) - Houston, TX	Peachtree Group
rec8jEHIl76f2K1L7	Multifamily / residential	Mariner Grove - Savannah, GA	Passco Companies
rec8m3pxwnKCFMc4x	Retail	Rancho Cordova Retail Center, L.L.C.	Inland Private Capital
rec8oLvJyAZG6RFK6	Credit - Hotel	Hampton Inn (Note A) - Cullman, AL	Peachtree Group
rec8oYbNaopMx2xuS	Credit - Hotel	Holiday Inn (A Note) - Omaha, NE	Peachtree Group
rec8qA575x8aN1CqQ	Credit - Hotel	Days Inn - Shorter, AL	Peachtree Group
rec8qD0JfGl2bUDEQ	Credit - Hotel	Staybridge Suites - Indianapolis, IN	Peachtree Group
rec8v5yS7dhpzOBMY	Self storage	Midgard Woodstock	Reliant
rec8xZRmQX3E707q0	Multifamily / residential	Peak Housing Operating Partnership	Bluerock
rec8y6Rb99noVbn9G	Government / GSA-leased	Social Security Administration - Valparaiso, IN	Syndicated Equities
rec8zQVVyw6Qm6Y15	Credit - Hotel	DoubleTree (Note A) - New Bern, NC	Peachtree Group
rec90dvfqMzCYMAQF	Hotel	Hyatt Place - Jacksonville, FL	Peachtree Group
rec94DkNh8LfysucU	Student housing	Student Housing Development - Ottawa, Canada	Syndicated Equities
rec95xoCXE70wJ1Wc	Retail	CF Net Lease Portfolio DST 8	Cantor Fitzgerald
rec9MWJtEWPkNZzY6	Credit - Hotel	Holiday Inn (Note 2) - Lancaster, PA	Peachtree Group
rec9SHt1yRY9noXIM	Multifamily / residential	Two Blocks - Dunwoody, GA	Passco Companies
rec9TfiP21gRZFDYI	Multifamily	Multifamily 5 - Crystal Lake Florida Apartments	ExchangeRight
rec9WjgRABWaVjMRo	Credit - Hotel	Hilton Garden Inn - Aurora, CO	Peachtree Group
rec9aZX7DGPUP4xXa	Credit - Hotel	Curio - Birmingham, AL	Peachtree Group
rec9aivB3xrVSe4pE	Hotel	Hampton Inn - Columbia, MO	Peachtree Group
rec9d3Zt4ErTVSIze	Credit - Hotel	Foley House Inn - Savannah, GA	Peachtree Group
rec9eBabpZm70pmCv	Hotel	SpringHill Suites - Navarre Beach, FL	Peachtree Group
rec9gOTI7XXelNOGE	Retail	Chandler Heights - Chandler, AZ	Passco Companies
rec9iefpEP9oWMcB2	Credit - Hotel	Comfort Inn - Omaha, NE	Peachtree Group
rec9kROEnf9L9nrzQ	Multifamily / residential	Glen at Alexander - Augusta, GA	Passco Companies
rec9pyiWF92NVrvkG	Hotel	Comfort Suites - Starkville, MS	Peachtree Group
rec9qiANzrqF8AsMa	Self storage	Custom Spring TX Storage, L.L.C.	Inland Private Capital
rec9uNh19aAWTx6YR	Multifamily	Colorado Springs Multifamily DST	Inland Private Capital
recA08oB4kZZnx4Ws	Credit - Hotel	Sonesta ES Suites - Lombard, IL	Peachtree Group
recA4OvBYRNL5Fn5N	Multifamily / residential	Encore Chandler Development	Bluerock
recA7Jiaxti7hFQhG	Retail	East Coast Wholesale DST	Inland Private Capital
recACRC4mINcUWDOY	Credit - Hotel	Wingate by Wyndham - St. Clairsville, OH	Peachtree Group
recADFgshu34rFDks	Credit - Hotel	Hampton Inn & Suites - Tacoma, WA	Peachtree Group
recADcQjxz8siS8Nm	Multifamily	Denver MSA Multifamily II DST	Inland Private Capital
recAEOL77Oh84PdJh	Net-leased retail	Net-Leased Portfolio 6	ExchangeRight
recAFkCacSeSXfIcT	Multifamily / residential	Reunion Apartments	Bluerock
recAHki8FAxZpsQnj	Hotel	CY - Kennesaw, GA	Peachtree Group
recAJFnraaWLP8Fqx	Credit - Hotel	Hampton Inn - Lake Park, GA	Peachtree Group
recAKxNhrE3hX6LtN	Credit - Hotel	Parkview Inn (Note B) - Syracuse, NY	Peachtree Group
recAL6T8s9OZhILhZ	Hotel	Aloft - Jacksonville, FL	Peachtree Group
recAQZNChHy1JEvnU	Retail	Pinnacle Village - Overland Park, KS	Passco Companies
recAX4yazlHvtkbE3	Credit - Hotel	Marriott - Mobile, AL	Peachtree Group
recAbEft0gOc4EmrN		400 Skokie Blvd. - Northbrook, IL	Syndicated Equities
recAehgQPejPHbgEZ	Credit - Industrial	Production Drive - Harrison Township, MI	Peachtree Group
recAeyoQpkC2wqJOQ	Credit - Hotel	Courtyard - Jonesboro, AR	Peachtree Group
recAgAoWHISHbrRs6	Credit - Hotel	Courtyard - South Bend, IN	Peachtree Group
recAiqcgGILnSmWDE	Multifamily / residential	The Conley	Bluerock
recAs3bDjucxwNR0E	Medical Office	FSC Healthcare II, DST	Four Springs TEN31 Xchange
recAsxCtIzauHYvn7	Office	Warminster Business Center - Warminster, PA	Passco Companies
recB56c29NfNhcJxo	Net-leased restaurant	Timber Lodge	AEI
recB5eULW5ghJlaEA	Multifamily / residential	Merritt - Duluth, GA	Passco Companies
recBHfsTfWi2iaDYv	Credit - Hotel	Cambria - New York, NY	Peachtree Group
recBKa9mvmaIXyeQe	Net-leased retail	Net-Leased Portfolio 9	ExchangeRight
recBKjj7nWOvYm9G0	Hotel	Courtyard - Jacksonville, FL	Peachtree Group
recBLkc1RBnffabut	Credit - Hotel	Sonesta ES Suites - Minneapolis, MN	Peachtree Group
recBOEiRBXgTiuzW9	Hotel	DoubleTree - Biloxi, MS	Peachtree Group
recBSQP9l0npTQAdo	Hotel	Fairfield Inn & Suites - Indianapolis, IN	Peachtree Group
recBZH0DYSvaBIqbn	Credit - Multifamily	Retail and Single Family - Brevard, NC	Peachtree Group
recBdRkd2Dnweacw4	Credit - Hotel	Springhill Suites - Reno, NV	Peachtree Group
recBnfuZnJLG4agKF	Credit - Hotel	Element - Houston, TX (Non-Fund)	Peachtree Group
recBqTtaKvz2d88fC	Credit - SFR	Ranch Home (Allerbest) - Thomasville, GA	Peachtree Group
recBr2foqpkrY4y4E	Credit - Hotel	Wingate - Mooresville, NC	Peachtree Group
recBswoIv6HemQHJe	Credit - Office	Office Condo - Matthews, NC	Peachtree Group
recBxo3rDcDUDTOlk	Hotel	Holiday Inn Express - Pell City, AL	Peachtree Group
recBz5xh0DPt4s7sy	Office	Citi Office Building - Columbus, OH (LOAN DEFAULT - excluded from IPC disposition table)	Inland Private Capital
recC0DOdSnHotjc8v	Credit - Hotel	Country Inn & Suites - Augusta, GA	Peachtree Group
recC1TJSBnJ3MjSYy	Credit - Hotel	Days Inn - Kearney, NE	Peachtree Group
recC25NCMG4xBx5jw	Credit - Hotel	Aloft - Detroit, MI	Peachtree Group
recC64aw1sgmHlEMe	Credit - Hotel	Hampton Inn & Suites - Charlotte Airport, NC	Peachtree Group
recC67afOF3EafTix	UNIDENTIFIED - not disclosed in Table 2	LSC-BIO HC1, DST	Livingston Street Capital
recC9IribVBbKPXze	Credit - Hotel	TownePlace Suites - Loveland, CO	Peachtree Group
recCAStbDLF3sDBEj	Credit - Retail	Crocker & Towne Wholesale Mart - Los Angeles, CA	Peachtree Group
recCCVvWXw7R8GyB3	Student housing	University Lofts, L.L.C.	Inland Private Capital
recCFKx3UToImD3dY	Retail	Arlington Highlands Retail Center - Arlington, TX	Syndicated Equities
recCNNLjWMli88B9w	Credit - Hotel	Bull Moose Lodge - Alpine, WY	Peachtree Group
recCPzfby1JUZqnDz	Net-leased retail	Jared	AEI
recCZEHlpFgy8lNrC	Credit - Hotel	Courtyard (Note 1) - Newark, OH	Peachtree Group
recCZeTybksijcZoM	Credit - Hotel	Comfort Suites - Perrysburg, OH	Peachtree Group
recCaWx19xacIsPjA	Retail	Discount Retail Venture I DST	Inland Private Capital
recCeqRf686I0ybKf	Multifamily / residential	Deercross Apartments	Bluerock
recClDIW2CvhaGZEJ	Self storage	Midgard Pawleys Island	Reliant
recClGMjI5iybvWzN	Net-leased restaurant	Carino's	AEI
recCsJpFC6b5qI7qS	Multifamily / residential	Broad River Trace - Columbia, SC	Passco Companies
recCyNXucwXjqzfLL	Multifamily / residential	Wesley Village	Bluerock
recD1m9G0V4hYoTWk	Multifamily / residential	Sovereign Apartments	Bluerock
recD3NxFDCiUYF7UD	Multifamily	NREA Meritage DST	NexPoint
recD4F0aWGNXR9UMV	Credit - Hotel	La Quinta - Fort Myers, FL	Peachtree Group
recD8u8VxXRXfj6Jw	Net-leased pharmacy	Walgreens - Del City, OK	Syndicated Equities
recD9FIaIwl88ZHYd	Hotel	Country Inn & Suites - Montgomery, AL	Peachtree Group
recDA80K19THhomdT	Credit - Hotel	Holiday Inn & Waterpark - Dundee, MI	Peachtree Group
recDHi0298RZBMvof	Multifamily / residential	Domain at the One Forty	Bluerock
recDJppwyYUZ5Uvjd	Multifamily / residential	Arium Westside	Bluerock
recDLuX021eJgePj3	Multifamily / residential	Arium Hunters Creek	Bluerock
recDRgo4bi0nDFExm	Medical office	Healthcare Portfolio DST	Inland Private Capital
recDRsmC8L4rqfwQs	Retail	Creekwalk Village - Plano, TX	Passco Companies
recDSAZ6xcR5bn7du	Multifamily / residential	Alexan City Centre	Bluerock
recDVqPxFJWoMvik4	Net-leased restaurant	Carino's	AEI
recDWTu7n9wIvlaY5	Net-leased restaurant	Champps	AEI
recDbPnkOxfsBOKKK	Multifamily / residential	The Ashford	Bluerock
recDbcddaFZsV3qC2	Credit - Hotel	Wingate Inn - Fairburn, GA	Peachtree Group
recDeMcORnPHapX2p	Multifamily / residential	Grand at Westside	Bluerock
recDlXBW9qIeqngZE	Office	Miami Office DST	Inland Private Capital
recDq9grFXnNYa0Ly	Multifamily / residential	Parkcrest Landings - Bradenton, FL	Passco Companies
recDufgbyZru34Bnw	Credit - Hotel	Holiday Inn - Tacoma, WA	Peachtree Group
recDvYNuhe9cdoX3u	Credit - Hotel	Hampton / Holiday Inn Express (A Note) - Kansas City, KS	Peachtree Group
recE5OhqXy9JnveUR	Credit - Hotel	Best Western - Santa Clara, CA	Peachtree Group
recE6YRYtn0y6R0pX	Multifamily / residential	Village Green	Bluerock
recE79HlrNrxkNGoY	Multifamily / residential	Avenue 25	Bluerock
recE82ZfnZ7TXHJxk	Net-leased pharmacy	Walgreens - Darien, IL	Syndicated Equities
recEAOaUd9a0og75S	Net-leased retail (fund-level)	Net-Leased Preferred Equity Fund 2	ExchangeRight
recEE7wjWWrKsTRbc	Hotel	Residence Inn - Southern Pines, NC	Peachtree Group
recEF6EFNpSNBRUWT	Credit - Hotel	Comfort Inn - Yankton, SD	Peachtree Group
recEFBJWK1pnFSUi7	Multifamily / residential	The Commons on Anniston	Bluerock
recEHU8kPbs950ptP	Office	Inland Sioux Falls, L.L.C.	Inland Private Capital
recEMKcxeA8BCajUC	Credit - Hotel	AC - Phoenix, AZ	Peachtree Group
recEMh4OSCZMSa3i4	Credit - Hotel	Hampton Inn - Cartersville, GA	Peachtree Group
recEQSRFrnZwKSE1c		Mars Petcare - Columbus, OH	Syndicated Equities
recEfGsm6wxWuh43w	Net-leased restaurant	Applebee's	AEI
recEgmps1zNxrVCAl	Credit - Hotel	AC Hotel - Brentwood, TN	Peachtree Group
recEhQ9QRt5DZAT5L		Merit Medical - Pearland, TX	Syndicated Equities
recEhQrWaXKonXe8B	Credit - Hotel	Curio (Note 2) - Chattanooga, TN	Peachtree Group
recEiPz0VJA47iKaq	Credit - Hotel	Holiday Inn Express - Louisville, KY	Peachtree Group
recEpqCBkoDZV5iWv	Credit - Hotel	Country Inn & Suites (Note A) - California, MD	Peachtree Group
recEqwOF1vLpotLUA	Credit - Hotel	Country Inn & Suites - McDonough, GA	Peachtree Group
recErqLiY82GngAsZ	Credit - Hotel	Homewood Suites - East Syracuse, NY	Peachtree Group
recEs9TVGICBW75vT	Multifamily / residential	Big Creek	Bluerock
recEuTwCiMZajznvG	Retail	FSC AS Mt. Juliet TN, DST	Four Springs TEN31 Xchange
recEzOecYsG252HIh	Credit - Hotel	Hilton Garden Inn - Pascagoula, MS	Peachtree Group
recF4OAQGhCn1H8H6	Net-leased retail & healthcare	Net-Leased Portfolio 21	ExchangeRight
recF4nNQSFY9SksEx	Net-leased retail	Net-Leased Portfolio 2	ExchangeRight
recF9Sj36eCqrth5i	Credit - Hotel	Home2 Suites - Youngstown, OH	Peachtree Group
recFOfXy16OxIYLFX	Multifamily	Multifamily 2 - Mira Bella and San Martin Apartments	ExchangeRight
recFSUO8bTiss6YLv	Hotel	Courtyard - Starkville, MS	Peachtree Group
recFXRexaHCdzNGwP	Multifamily / residential	Ansley Village	Bluerock
recFhyvJFky0fJCWe	Multifamily / residential	The Mills	Bluerock
recFnGT1I348eItoq	Multifamily / residential	Boot Ranch Apartment - Tampa, FL	Syndicated Equities
recFu5S9n2EVZeFhu	Multifamily / residential	Navigator Villas	Bluerock
recFxyHg10ObwTAE8	Self storage	Midgard Columbia	Reliant
recFypPjpCiLiIhBA	Self storage	Midgard Rock Hill	Reliant
recFzYosjbnzFe48T	Self storage	Midgard Lake Wylie	Reliant
recG0YKRWXJZJmHu7	Government / GSA-leased	Social Security Administration - Aurora, IL	Syndicated Equities
recG1K7KkuASDULHb	Multifamily / residential	Ashford Belmar	Bluerock
recG1zm856FUblnfD	Net-leased pharmacy	Walgreens - Pueblo, CO	Syndicated Equities
recG8LY1QMGgvF0tG	Credit - Hotel	Country Inn & Suites (Note 1) - Kearney, NE	Peachtree Group
recG8t41s0cyIUEgu	Undeveloped / pre-development land	Ontario, Canada - BULK SALES (56 projects)	Walton Global
recG9qaX5uD1Qcy8N	Credit - Hotel	Staybridge Suites - Hillsboro, OR	Peachtree Group
recGCsJrc2gJ0PsCa	Multifamily	NREA Adair DST	NexPoint
recGGPYG9GpTospj8	Multifamily / residential	Greenwood Reserve - Olathe, KS	Passco Companies
recGIZVHIv99kTxjZ	Credit - Hotel	Sonesta ES Suites - Birmingham, AL	Peachtree Group
